epoch,lr,loss,iou,dice_mean,dice_bg,dice_aurt,dice_cvc,dice_heart,val_loss,val_iou,val_dice_mean,val_dice_bg,val_dice_aurt,val_dice_cvc,val_dice_heart
14,9.875664641789541e-05,0.20940212515201262,0.7931261674835348,0.7785537820607943,0.9949106159927051,0.4752304698705548,0.7227167413200595,0.9213573010598612,0.21647457860185157,0.7785074293901013,0.8078405064640866,0.9937778765499946,0.5778485211770519,0.7468484003033643,0.9128872278259339
15,9.858624225078837e-05,0.19901405690401455,0.7985216062594357,0.7787864981951622,0.9950926065325846,0.4795693410546423,0.7155050715028705,0.9249789736905548,0.21246963636342597,0.7922846258580805,0.8184772183429939,0.994008759695174,0.6002292567675821,0.7579720800058312,0.9216987769033858
16,9.840508383060089e-05,0.2034023148917907,0.8004687296463143,0.7735773153059399,0.9951407117439349,0.46333533400391574,0.7092090707141078,0.9266241447618013,0.20884325419255015,0.7872632765385696,0.845801573045648,0.9936324556441545,0.6721191210376715,0.8076480450559952,0.909806670444771
17,9.821321585546241e-05,0.19457129935441123,0.8055280152378999,0.7793012052818573,0.9952471421595869,0.47153424614170625,0.7222923311647577,0.9281311016613822,0.19770159285710992,0.8079652530159093,0.8417434284598256,0.9947532038500732,0.6153071882448057,0.8296169900113043,0.9272963317331185
18,9.801068566592483e-05,0.19630937822289743,0.8045727208497664,0.7842169284968356,0.9952342491239928,0.4887338342282757,0.7260461152625975,0.9268535153724782,0.21064602901095994,0.7950300052540413,0.8360855139435115,0.9939085836772141,0.6321061072577907,0.801826910072234,0.9165004547668053
19,9.779754323328188e-05,0.19416753024854844,0.8063852821716514,0.7755568550892162,0.9952577067624191,0.47857844969266233,0.7005094769592185,0.9278817869425641,0.23592600179021803,0.7713116428696635,0.8007138581423418,0.9931826132250907,0.5486870671193783,0.761909267968306,0.8990764842565925
20,9.75738411472395e-05,0.19094170264044918,0.8031531631364605,0.7816645836463877,0.9952077825218735,0.47875714617265536,0.725007520153453,0.9276858857375712,0.19384714720596002,0.7981541585478349,0.8438523503748601,0.9944249947658779,0.6552935819415718,0.8055920444542637,0.9200987803377267
21,9.733963460294011e-05,0.18678032096063787,0.809801935208026,0.7901322994231028,0.9953719556292039,0.4918912636017369,0.7433356960810736,0.9299302823803971,0.20114768134202032,0.8155477193796163,0.836434735807892,0.9947958813515384,0.6615825512809583,0.7565993090753261,0.932761201523744
22,9.7094981387344e-05,0.1803733426391572,0.8143501920415076,0.7906212402486973,0.9955129947952084,0.5005571121279485,0.7339179181659331,0.9324969359056993,0.20156252815348166,0.7927317358000548,0.8287162865111777,0.993897577452188,0.6130956501184114,0.7921518416584165,0.9157200768156939
23,9.683994186497128e-05,0.19056193794390297,0.8107311811471986,0.7890285838174284,0.9954054292909851,0.5016762683982643,0.7285566652597787,0.9304759723206818,0.23759073524814342,0.7896379761019343,0.8280154886804287,0.9940873921397232,0.5960197830361716,0.8050813495324463,0.9168734300133726
24,9.657457896300787e-05,0.1838582560048035,0.8127536801624364,0.7999091849816763,0.9954835709968101,0.5015780494635053,0.7711056425673973,0.9314694768989933,0.1855544419233674,0.8155831951475994,0.8483983387173141,0.9946480234174265,0.6565842910159918,0.8132850030117095,0.9290760374241294
25,9.62989581557791e-05,0.18120652476257035,0.8182266633570879,0.7992638209140236,0.9956176538852115,0.4996310273522609,0.7671388257390119,0.9346677766796092,0.19707407641249733,0.7917726817412635,0.8418535102249752,0.9941703794202245,0.6432035995631155,0.8113531119130524,0.9186869500035075
26,9.601314744859499e-05,0.1832259297872189,0.8138760005158749,0.7993221317893735,0.9955027238670677,0.5115474028672686,0.7590512724253589,0.9311871279978021,0.18352891587680398,0.8143678538990813,0.8454850323960528,0.9945284641892543,0.6526920095690937,0.8066601438485811,0.9280595119772823
27,9.571721736097083e-05,0.18516832424153604,0.8139218116793004,0.7939770610672062,0.995563897706444,0.4876303510769123,0.7600280810187229,0.9326859144667482,0.19449105559121255,0.7969406913993052,0.8268492366772483,0.9941112141121617,0.6013914156915043,0.788889501730897,0.9230048151744281
28,9.541124090922765e-05,0.18375989615062394,0.8162403837715808,0.790070118086563,0.9955719074220517,0.49674186639388235,0.7338887367512965,0.9340779617790235,0.18416945386340394,0.8137394007063682,0.8455506056861145,0.9949067900966573,0.6316126710807305,0.8244230876802567,0.9312598738868154
29,9.50952935884765e-05,0.17668137896711023,0.819103493597536,0.8020105547283973,0.9956481868724679,0.5238419143304622,0.7545003470507797,0.9340517706598821,0.19667821113369613,0.7948558201663752,0.835273781286063,0.9943347896952343,0.6200075327027497,0.8042797115789608,0.9224730911673062
30,9.476945335399116e-05,0.17958992269818827,0.8188236525708753,0.8044574846942016,0.9956202755502108,0.5105003982186976,0.7773012796323366,0.9344079853755565,0.2058356736204772,0.7944724730408469,0.8379028069820197,0.9940088767605003,0.6589279809067609,0.7821686444493364,0.9165057258114826
31,9.44338006019738e-05,0.18084966048872672,0.8190361227617744,0.8071634254047508,0.9956180113376878,0.5189580362803129,0.7804934001491488,0.9335842538518496,0.19871628777211345,0.8068765537071493,0.8317586226838309,0.9945784060823397,0.6444478277314908,0.7623952568571887,0.9256130000643052
32,9.408841814971856e-05,0.17795844744394926,0.8195505155345681,0.8105125856717704,0.9956806444761828,0.5072688437089379,0.8042643056367956,0.9348365488651672,0.18830595788544427,0.7898590307534261,0.8503321873571362,0.9943473502448037,0.6582739352323712,0.8302543917684286,0.9184530721829413
33,9.373339121517742e-05,0.17193248390191085,0.8230680695203294,0.815759556784148,0.9957866228110132,0.5249577016728807,0.8045782348244216,0.9377156678282761,0.20559291646997954,0.8058991191137227,0.8032425611126413,0.9945230403988844,0.6129862095544404,0.6805139504305358,0.9249470440667029
34,9.33688073959341e-05,0.1727508018875004,0.8229812284674975,0.8119900146125656,0.9957066818540852,0.5271573892457616,0.790587576797972,0.9345084105524409,0.20350817680974834,0.8049760027468488,0.8273495921133434,0.9945251580235873,0.6016420981127067,0.7873498690779048,0.9258812432391752
35,9.299475664759064e-05,0.17997945175524643,0.8207187258157916,0.8005823896350656,0.9956731603861998,0.5023065648198783,0.7695447710407608,0.9348050622934249,0.19283142342381712,0.7909676139081481,0.8444204065548492,0.9946095196731124,0.6459211972606848,0.8161918312685671,0.9209590780170333
36,9.261133126157213e-05,0.16876919914522437,0.8242773146671779,0.8130249851948754,0.9958352355648388,0.5249642267948693,0.7940114803113025,0.9372889981084928,0.22478598578935208,0.7885971817731398,0.8119604534387899,0.9924834837166395,0.6091970302184767,0.745469464696986,0.9006918351230564
37,9.221862584235524e-05,0.17415037698167832,0.8212821354087078,0.7980609114408154,0.9957016409050818,0.4979919915631374,0.7631767139957545,0.9353732992992873,0.18093342824420033,0.8095410801660683,0.8353111882077682,0.9946304208291018,0.6161966281815401,0.8035351986532067,0.9268825051672228
38,9.181673728412602e-05,0.17090177872131126,0.8263563232505455,0.8092394736349745,0.995854158503683,0.5220969352239109,0.7811174519591394,0.9378893488531613,0.20712198325342518,0.8068780826513986,0.8533557165690356,0.9947136703483624,0.6767091182269018,0.8168062809019802,0.9251937967988983
39,9.140576474687261e-05,0.169959347941794,0.8273877655312477,0.8127913793599109,0.9958808789547491,0.5295427024294529,0.787583402312687,0.9381585337427513,0.18331466762079532,0.8160011915445149,0.8485263052160574,0.9950129866275191,0.6501575833907023,0.8163607153967316,0.9325739354492754
40,9.098580963191905e-05,0.17295640261669673,0.8282252232419679,0.8076872907447036,0.9958953680266824,0.5280604865641014,0.7684952694605865,0.9382980389274431,0.1960531564604118,0.814325082081972,0.8576834541107126,0.9948254862663831,0.682878409067069,0.8243480830372582,0.9286818380721418
41,9.055697555690603e-05,0.1730931958859053,0.824686038262561,0.8059777439251333,0.9958016780250496,0.5200108200417528,0.7712878715353992,0.936810606098332,0.17590891956003746,0.8247168193844382,0.8572516075352384,0.9952309456966532,0.6635626807415892,0.8338599616144144,0.936352842088297
42,9.011936833022481e-05,0.17208425468493455,0.8275022490788826,0.810706910204697,0.9958866654038298,0.5283083393431924,0.7794724256214792,0.9391602104502879,0.18403651176793398,0.8139918035742366,0.8572514262053114,0.9948571798680209,0.6738815744194968,0.8338659390530855,0.9264010114806411
43,8.967309592491049e-05,0.16472051811481037,0.8332800039741377,0.815978263178356,0.9960592394983877,0.5359411695283485,0.7894210985945325,0.9424915450921539,0.1794581211546646,0.8236739736203381,0.8533183369155984,0.9948900148365076,0.6361288389347215,0.8501218750249288,0.9321326188662353
44,8.921826845200138e-05,0.16822505987146422,0.8253510701280978,0.813836690061341,0.9958166604907529,0.532583605814738,0.790225282719286,0.9367212112205913,0.17077209575424512,0.8201521986197675,0.8484656400806188,0.9949376660397833,0.6322795902180296,0.8341249286249897,0.9325203754396698
45,8.875499813337066e-05,0.16860038604291827,0.8306071057446347,0.8123734580007385,0.9959219412605486,0.5404606554176122,0.7752961638421945,0.9378150714826038,0.1849549967908139,0.8198642131243142,0.85542489653051,0.994966299771469,0.658717781081635,0.8331467981852135,0.9348687070837232
46,8.82833992740374e-05,0.16920218967223175,0.8315572451176607,0.8149567901164037,0.9959728409636466,0.5311847501976477,0.7929291068625398,0.9397404624417803,0.17780909660036878,0.8225473416578282,0.8531729312123032,0.995117677308528,0.6591873687445788,0.8238617530859018,0.9345249257102034
47,8.780358823396348e-05,0.16839153318805752,0.8331927493740439,0.8222959305505078,0.9960612623736688,0.539472037442849,0.8117123851070963,0.941938037278415,0.18076334631926305,0.8201858840947145,0.8575119826720676,0.995097215633415,0.6787018859726911,0.822860442773117,0.9333883863090466
48,8.731568339934346e-05,0.16774631758872155,0.8282580922421101,0.8102939140108395,0.9958811933082324,0.5084163462722069,0.7990184405523382,0.9378596759105781,0.17255657943282485,0.8184283166490475,0.8526662210231153,0.9949995437268283,0.6537281994575471,0.8308887083128684,0.9310484325952166
49,8.68198051533946e-05,0.1630119297880331,0.8345843462467786,0.8182188378427785,0.9961192407754554,0.537942717230488,0.7961109508195443,0.9427024425456304,0.18808435739887158,0.8095773409128696,0.838458520226581,0.9945880395793099,0.6315077377781327,0.804686627749456,0.9230516757994256
50,8.63160758466541e-05,0.16488824192191825,0.8315644262141612,0.815532904536545,0.9960167678165819,0.5281530674470967,0.7976508149901969,0.9403109678923086,0.18430717693366383,0.8084043334714544,0.8587521717381678,0.9943359155392278,0.6878952389111312,0.8332953551127333,0.9194821773895778
51,8.580461976679096e-05,0.16809043457610243,0.8322336390870503,0.8141772593846638,0.9959652504882748,0.5361858866738547,0.7855805716222538,0.9389773287542742,0.1772486727406376,0.8209740159004819,0.855037818664932,0.9949992073876395,0.6612893056845776,0.8339434857817184,0.9299192758057914
52,8.528556310793976e-05,0.16095043885292057,0.8335726716905022,0.8171533969986687,0.9961244840075678,0.5323745860969168,0.7968716738173748,0.9432428440728152,0.17953330653886918,0.8181303542569074,0.8446759608595161,0.9948194627608951,0.6411270477033093,0.8117851200832615,0.9309722128905985
53,8.47590339395643e-05,0.16644097540643668,0.8302322785586237,0.80934931221332,0.9960198880844756,0.5346852082898504,0.766194198117488,0.9404979543614649,0.20832660401000128,0.7857107098594363,0.8468083055183497,0.9942784447496591,0.6741608033906005,0.8032553324842113,0.9155386414489287
54,8.422516217485823e-05,0.1607039585187187,0.8344066453216435,0.8316026766117535,0.9960869474230503,0.5530984608767178,0.836102428018292,0.9411228701289561,0.18543784923271078,0.8215829686007274,0.8534030453118374,0.9950237030118181,0.6639530627540757,0.8206208941771331,0.9340145213043242
55,8.3684079538691e-05,0.1620362194508272,0.8360581692897255,0.8198854481592305,0.9961310944880655,0.5487070567768566,0.7919574485251292,0.9427461928468751,0.17165455406913696,0.8242755184787087,0.857043580107027,0.9950798879676321,0.6586633517905446,0.8419264808269196,0.9325045998430119
56,8.31359195351067e-05,0.16163979570985515,0.8373504885887488,0.8293526288254839,0.9961377279586509,0.5579438952718421,0.8210383418369777,0.9422905502344662,0.1963050310841994,0.80846310322117,0.8475391392039137,0.994560822093819,0.6573884756448664,0.8135540409218653,0.9246532181551033
57,8.258081741438391e-05,0.15842398251314507,0.8390895950844379,0.8408042131784991,0.9962075447621543,0.5816739996920777,0.8413924225677987,0.9439428856919672,0.17692810058925412,0.8228286994647931,0.8562781578953269,0.994878562848362,0.6979029369416934,0.8007472580441135,0.9315838737471389
58,8.201891013966475e-05,0.15864939823556723,0.8376257455681253,0.8242081545649856,0.9961623449406463,0.5442043298066759,0.8133424080192633,0.9431235354933565,0.17128737084863674,0.8226680520135797,0.8533142290280689,0.9950440297540775,0.678040316041106,0.8080447131473034,0.9321278571697899
59,8.145033635316127e-05,0.15851933420991932,0.8384909210455479,0.822289237906384,0.9962078275041695,0.5404524426321141,0.8083516033747684,0.9441450781144886,0.18190020377287236,0.8224574800915826,0.8639360730157964,0.9949522862627528,0.6696378748538266,0.8590352340642652,0.9321188968823427
60,8.08752363419475e-05,0.15513011602890645,0.8378000457089074,0.8296802111098687,0.99617657227756,0.5499837604297072,0.8294693571565865,0.943091154575622,0.17251419668072548,0.8255932967362587,0.8514550193740811,0.9951683214997092,0.6452565940581981,0.829652762034992,0.9357423999034254
61,8.029375200334585e-05,0.16092403011961126,0.836264756684064,0.8274396287069239,0.9961520950987387,0.5482554098519242,0.8226507797202776,0.942700230156751,0.17768571754422968,0.8217379902427017,0.8610116908703213,0.9949274380500361,0.6909059574435542,0.8279597019192458,0.9302536660684503
62,7.97060268099159e-05,0.15979561632599354,0.8373721903128837,0.8330259639141759,0.9961594107014824,0.5652712902705038,0.8282730120823628,0.9424001426023507,0.17280606715828892,0.8231166216985909,0.8674191354027883,0.994695363011604,0.6841526584511155,0.8642951065354103,0.9265334136130239
63,7.911220577405482e-05,0.1615069640045801,0.839490479616387,0.8408777043984696,0.9962110795063708,0.5853273953962632,0.8391913345819066,0.9427810081093403,0.1709286879588197,0.8172439631815116,0.8561046307848654,0.9950850688793543,0.6607859574469357,0.8344354442467548,0.934112052566417
64,7.851243541221767e-05,0.15775076331433552,0.8394542814105895,0.8199429100470916,0.9962247701002938,0.534062315023799,0.8054335347140335,0.9440510203502406,0.17034496038867863,0.8312158723726083,0.8668676554290772,0.9951716455563754,0.6894752826153103,0.8454433692189542,0.9373803243256686
65,7.790686370876668e-05,0.15625019208198312,0.8406774731804965,0.8338224554157917,0.9962680885789533,0.5830339927138852,0.8114908322570089,0.9444969081133213,0.17209583509044163,0.8262194813129796,0.8591083533046775,0.9952428519036999,0.6554141467739495,0.8498852546326178,0.9358911599084442
66,7.729564007945832e-05,0.15319895495531327,0.8403765525277442,0.8328118065020145,0.9962572214478128,0.5590056581608144,0.8316278787158515,0.9443564676835737,0.19635928672144637,0.8209249895435491,0.8465244238815771,0.9948904047300071,0.6243387354387953,0.8347564907235253,0.9321120646339797
67,7.667891533457716e-05,0.15738454315463138,0.8407938796722679,0.8309655025377705,0.9962714232580463,0.5698067515186156,0.8133386074747403,0.9444452278996771,0.1799318315209569,0.8268248720446744,0.8689050673813875,0.9952387840742225,0.6835796670256051,0.8604834909661941,0.9363183274595278
68,7.605684164172579e-05,0.1531197828063926,0.8404053212659054,0.8363504989048691,0.996274514497155,0.5686733851417765,0.8364577615445817,0.9439963344359641,0.1722099336252114,0.8277336238683909,0.8579941584295877,0.9952664208994543,0.6665112847335092,0.8327402212177717,0.9374587068676152
69,7.542957248827959e-05,0.15784077372707997,0.8412731126374892,0.8290159113677467,0.9962959957645725,0.571987136843114,0.8031263051356954,0.9446542077276056,0.1779251482059353,0.8274366601060477,0.8693331597644909,0.9949659058053192,0.6972706893659315,0.8505625916538857,0.9345334522328278
70,7.479726264351616e-05,0.1534233470143956,0.8443693359564999,0.8342715310037884,0.996368033330984,0.5676359850717162,0.8273252006029154,0.9457569050095362,0.19695189996772047,0.8225462282402025,0.8489075094908762,0.9951083914534112,0.6626174382312761,0.8002071576213821,0.9376970506574362
71,7.416006812042825e-05,0.15869858206933096,0.8426320226889434,0.8325407716978659,0.9963316593814686,0.5835064018565734,0.8046545632509378,0.9456704623024798,0.1993320399394854,0.8156960152424788,0.8484475183165258,0.9946531538388105,0.6589296569118923,0.8123558753255941,0.927851387189808
72,7.351814613722988e-05,0.15377409746421886,0.84352152778036,0.8317329967902337,0.996326894998487,0.5586576832021188,0.8266516187245673,0.9452957902357595,0.17971110861564857,0.8214257199884092,0.856897142897765,0.9949496112447611,0.6806865510603385,0.8198360059672986,0.9321164033186623
73,7.28716550785651e-05,0.15578139736383056,0.840614895037215,0.8224666824351727,0.9962432077890984,0.5564300937256571,0.7933050531833636,0.9438883750425743,0.17401086597071164,0.8249602733521972,0.8630636905991516,0.9951768516466232,0.6676320689399955,0.8530352627434402,0.9364105790665459
74,7.222075445642902e-05,0.15323938960710767,0.8438355071382408,0.8416466732667299,0.996323069741282,0.6007719746911184,0.8248252046387312,0.9446664439957851,0.17483081548979626,0.827981191063597,0.8591115560764149,0.9952956260609348,0.6613852496998233,0.8409776234526509,0.9387877250922506
75,7.156560487081049e-05,0.15499885604128494,0.8437987561458902,0.8403825590466022,0.9963713582379545,0.5902543291854085,0.8290053845334908,0.9458991642295526,0.2078272506523587,0.7712593039585872,0.8260443757402093,0.9937794489409381,0.6457585119081016,0.7638742667900996,0.9007652753216986
76,7.090636797006654e-05,0.1516377446122953,0.8434247552855328,0.8298589832060513,0.9963433116603474,0.5630351180571048,0.8150988091744119,0.9449586939323463,0.18022770816030867,0.8224149218868819,0.8383230134709012,0.9946986131412244,0.6525021528582966,0.778016409693454,0.9280748781906291
77,7.02432064110381e-05,0.15028168957036717,0.8451563191785392,0.8402104742116794,0.9963809524971221,0.6038696083371783,0.8147584284478339,0.9458329075645864,0.16799285757949128,0.8320191323238405,0.8643065482772435,0.9953487290487071,0.6535888761039117,0.8688079677078735,0.9394806202484846
78,6.95762838189167e-05,0.15318577772233288,0.8428760722596141,0.8287750702218645,0.9963525909432535,0.5545608608579868,0.8181480610047361,0.9460387680814867,0.17053184469951543,0.822958259812236,0.8638085590047285,0.9950747136923673,0.6836862298419709,0.8428835536529323,0.9335897388316428
79,6.890576474687262e-05,0.1526974879163014,0.8432822107132202,0.832645989909769,0.9963416619685371,0.5473617536050253,0.8415384220226452,0.9453421220428696,0.17847934823678674,0.8271636213785754,0.8651320072813748,0.99524672301178,0.6620424477194848,0.8664093944327804,0.9368294639614555
80,6.823181463545366e-05,0.15077664783203357,0.8459908928792467,0.8327974336085316,0.9964006403269612,0.556854743764248,0.8309230618738707,0.9470112884690441,0.17036324843693235,0.8285170858949402,0.8660815587022151,0.9952591512006981,0.6743625450187652,0.8581361123267292,0.9365684262626672
81,6.75545997717653e-05,0.14833355347148378,0.8477948659736471,0.8321918132500291,0.9964338234385243,0.5510761672947836,0.8339029758181027,0.9473542864487057,0.1710996567752858,0.8283417260500073,0.8718762386489358,0.995094955214991,0.705817253824509,0.8515193382247332,0.93507340733151
82,6.687428724844176e-05,0.1482078737312817,0.8478572813813188,0.8409911947534727,0.9964717893129816,0.5733731975394962,0.8476158648192736,0.9465039273421373,0.16791486962800564,0.8313404252304261,0.8763763190051013,0.995424607628938,0.7035278479941705,0.8674724246392468,0.9390803957580489
83,6.619104492241845e-05,0.1488257237491079,0.8463496751028365,0.8404749715344928,0.9964382269435962,0.5731222984737354,0.8456813218404609,0.9466580388801814,0.1623905066323773,0.8345228973912052,0.8685729563034369,0.9954560336969606,0.7060433455515328,0.833426001085578,0.939366444879677
84,6.550504137351574e-05,0.15013948453342274,0.8469634288954498,0.8373329961422454,0.9964500343646486,0.5865781705654493,0.8194211863832923,0.9468825932555966,0.17897514489572644,0.828826605418303,0.8692213540263891,0.9952408709970582,0.691556438789802,0.8541874935719156,0.93590061274678
85,6.481644586284442e-05,0.14805508632392284,0.847855637836996,0.8428500720964927,0.9964674042634838,0.5738412232540493,0.8539065597533885,0.9471851011150483,0.1638186971386021,0.8345684810278491,0.8724412707700246,0.9953581636870519,0.7064400050054306,0.8488598321890786,0.9391070821985356
86,6.412542829104307e-05,0.14331562525167976,0.8492935026556455,0.8439840826852104,0.99650624554958,0.5906865265935298,0.8407183320943878,0.9480252265033465,0.1699730579893805,0.8327880589709944,0.8681510534016007,0.9954004649424782,0.6705295499231697,0.868736094160164,0.9379381045805905
87,6.343215915635762e-05,0.14581432968916283,0.8500751855257556,0.842983555195565,0.9965135122669926,0.5963563780053919,0.8313041898177786,0.9477601406920937,0.16840179625821605,0.8328674524705226,0.8643734089736973,0.9952357862424835,0.670015259983793,0.8537935774296949,0.9384490122388182
88,6.273680951257343e-05,0.14654532313167457,0.8490450333743713,0.8414082939461778,0.9964945477838154,0.5871701732941345,0.8344406651100524,0.9475277895967094,0.16501277796509534,0.8381862876738604,0.8721997774651615,0.9955242159819692,0.697003457456436,0.8546080921741189,0.9416633442481209
89,6.20395509268104e-05,0.15018019445435732,0.8497903119484864,0.8381018835796923,0.9965102972146702,0.5793926646057925,0.82802416399305,0.9484804085052584,0.17041158487810049,0.8366389333835772,0.8707611685995714,0.9955645740091232,0.7087456083815198,0.836115639301794,0.9426188527058472
90,6.134055543719124e-05,0.14370553022931218,0.8511828693608027,0.8422669641254433,0.9965615929827422,0.5778789562204067,0.8456905824551156,0.9489367248435054,0.17086543178330924,0.8360478560478606,0.8709800162067876,0.9954764964973812,0.7144363889972729,0.8341850652380145,0.9398221140944839
91,6.063999551039372e-05,0.1478920044606979,0.8486845123225538,0.835563604294539,0.9964853729016893,0.5557464465825092,0.8413796541273009,0.94864294356666,0.16874494851346236,0.8324836901268745,0.8576149000779312,0.9952827416372745,0.6605613947247837,0.8359254748278995,0.938689989121767
92,5.993804399909706e-05,0.1460726322255311,0.8490193103531418,0.8556285696880365,0.9964983019589333,0.6102023177628545,0.8688943885041129,0.9469192705262456,0.16156899391278173,0.8383528271268418,0.875766431560384,0.9956398264704752,0.703906599791161,0.8607264765967971,0.9427928233831034
93,5.923487409933316e-05,0.1461239818327931,0.8524123322054233,0.8413744097947004,0.9966129191852664,0.5813604708677789,0.8382765388742405,0.9492477102515149,0.18734086518115195,0.8305939635533959,0.8729764890881372,0.9953239043775725,0.7084935860084635,0.8504045577712218,0.9376839081952908
94,5.853065930775304e-05,0.143843201404601,0.8517998432724899,0.8489867876465281,0.996540202453409,0.5841003771628317,0.8673625855116089,0.9479439854582651,0.19955199036528082,0.8206866583172047,0.8379819003162625,0.9949961125440069,0.6158785408108997,0.8060694327214324,0.934983515188711
95,5.7825573378819125e-05,0.1458664627260299,0.8523125414844388,0.8538249754420539,0.9965660345193096,0.6146610976847778,0.8554703411394353,0.9486024284246898,0.16844146185819597,0.8375692177882824,0.87007561887295,0.9954582656178569,0.6867478889540397,0.8559977564734668,0.9420985644464374
96,5.7119790281933935e-05,0.14429990970199827,0.8528165826604475,0.847199790403165,0.9965984838451564,0.6010629477270871,0.8419406166068055,0.9491971134336086,0.17183794061074387,0.8394954612627238,0.8785868597966829,0.9955820066546275,0.7185762445023558,0.8579347092434378,0.9422544787863082
97,5.641348415851579e-05,0.14326746968246426,0.8543722327385863,0.8572317980298119,0.9966505948532894,0.6313899931110855,0.8520692901176536,0.9488173140372229,0.1726014746415217,0.8353359420764166,0.8689515425843557,0.9954129290246916,0.6993234201720563,0.8406594503280942,0.9404103708125785
98,5.570682927903195e-05,0.1438374284802601,0.8541611307693815,0.84587317541541,0.9966405694265137,0.5844287952612869,0.8532657639501703,0.9491575730236722,0.17854547840565302,0.8287721799939618,0.8620309996621263,0.9953289503853155,0.6912781949019886,0.8232702768845971,0.9382465764766059
99,5.5000000000000016e-05,0.1388483838792943,0.8536017557278737,0.8515957147810203,0.9965991663467542,0.6062062958369657,0.8541943433619285,0.9493830535784343,0.17754292358986334,0.8362196891378785,0.8757527514578145,0.9954691251295333,0.6898534555082211,0.8751942315065849,0.9424941936869179
